Year,NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,+/-
2018,Austin Hooper,ATL,TE,5.6,3.2,6.7,11.26,71,88,80.68,660,4,3.5,3.8,-0.2
2018,Pierre Garcon,SF,WR,5.6,2.8,8.8,10.29,24,46,52.17,286,1,4.7,4.7,0
2018,Tyrell Williams,LAC,WR,5.6,2.8,12.5,20.15,41,65,63.08,653,5,5.1,6,-0.8
2018,David Njoku,CLE,TE,5.6,3.1,8.5,14.17,56,88,63.64,639,4,6,5.1,1
2018,Allen Robinson,CHI,WR,5.5,2,11.9,25.02,55,94,58.51,754,4,4.5,3.9,0.6
2018,Vance McDonald,PIT,TE,5.5,3.3,5.7,7.85,50,72,69.44,610,4,7.9,5.6,2.4
2018,Sammy Watkins,KC,WR,5.5,3.5,8.4,8.76,40,55,72.73,519,3,6.2,6.2,0
2018,Kelvin Benjamin,KC,WR,5.5,1.7,15.9,20.24,25,67,37.31,380,1,2.8,2.8,0
2018,Alshon Jeffery,PHI,WR,5.5,2.5,10.8,22.66,65,92,70.65,840,6,4.7,3.8,0.9
2018,Will Fuller,HOU,WR,5.4,3.3,14.6,14.93,32,45,71.11,503,4,5.5,4.7,0.8
2018,Chad Williams,ARI,WR,5.4,1.9,13.2,15.34,17,46,36.96,171,1,0.9,1.4,-0.5
2018,George Kittle,SF,TE,5.4,3.3,7.3,25.32,88,136,64.71,1377,5,10.2,6.7,3.4
2018,Willie Snead,BAL,WR,5.4,3.1,8.3,17,62,95,65.26,651,1,4.8,4.2,0.7
2018,John Ross,CIN,WR,5.4,2.2,14,18.36,21,58,36.21,210,7,3.1,3.2,-0.1
2018,Randall Cobb,GB,WR,5.4,2.9,8.2,8.84,38,61,62.3,383,2,6.5,6.4,0.1
2018,Dante Pettis,SF,WR,5.4,3.4,11.8,13.52,27,45,60,467,5,7.6,5.5,2.1
2018,DaeSean Hamilton,DEN,WR,5.3,3.1,8.4,8.8,30,46,65.22,243,2,2.4,3.3,-0.9
2018,Michael Gallup,DAL,WR,5.3,2.7,14,23.78,33,68,48.53,507,2,5.5,5.5,0
2018,JuJu Smith-Schuster,PIT,WR,5.3,3,8.7,27.6,111,166,66.87,1383,7,6.1,6,0
2018,Michael Crabtree,BAL,WR,5.3,2.8,10.8,23.3,54,100,54,607,3,2.7,3.9,-1.2
2018,Ricky Seals-Jones,ARI,TE,5.3,2.7,9.8,17.13,34,69,49.28,343,1,3,3.5,-0.5
2018,Keenan Allen,LAC,WR,5.3,2.7,8.8,29.75,97,136,71.32,1196,6,4.4,4.7,-0.3
2018,Mark Andrews,BAL,TE,5.2,2.9,10.5,11.26,34,50,68,552,3,6.5,5.3,1.2
2018,Anthony Miller,CHI,WR,5.2,3,11.3,13.71,33,54,61.11,423,7,5.4,5.4,-0.1
2018,Benjamin Watson,NO,TE,5.2,2.6,9.9,12.16,35,46,76.09,400,2,3,4,-0.9
2018,Doug Baldwin,SEA,WR,5.2,2.8,12.1,22.92,50,73,68.49,618,5,3.6,3.8,-0.2
2018,Dallas Goedert,PHI,TE,5.2,3.3,7.7,7.74,33,44,75,334,4,5.7,5.2,0.5
2018,Ryan Griffin,HOU,TE,5.1,3.4,7.9,7.71,24,43,55.81,305,0,6.8,5.6,1.1
2018,DeVante Parker,MIA,WR,5.1,2.5,11.9,15.67,24,47,51.06,306,1,4.5,4.5,0
2018,Antonio Brown,PIT,WR,5,2.6,11.2,36.07,104,168,61.9,1297,15,5,4.6,0.5
2018,C.J. Uzomah,CIN,TE,5,2.8,7.5,10.8,43,64,67.19,439,3,4.9,4.3,0.6
2018,Devin Funchess,CAR,WR,5,2.3,12.7,24.21,44,79,55.7,549,4,1.8,2,-0.2
2018,Antonio Callaway,CLE,WR,5,2.6,13.7,20.51,43,79,54.43,586,5,5.8,5.5,0.3
2018,Mike Williams,LAC,WR,4.9,2.1,15.2,24.85,43,66,65.15,664,10,3,2.6,0.3
2018,DeAndre Hopkins,HOU,WR,4.9,2.5,11.9,44.04,115,163,70.55,1572,11,3.7,4.1,-0.5
2018,Kenny Golladay,DET,WR,4.9,2.3,12.6,37.51,70,119,58.82,1063,5,5.4,4.6,0.7
2018,Davante Adams,GB,WR,4.8,3,11.3,33.97,111,169,65.68,1386,13,4.6,4.7,-0.1
2018,David Moore,SEA,WR,4.7,2,16.4,22.47,26,53,49.06,445,5,3.7,3.4,0.3
2018,Josh Gordon,NE,WR,4.7,2.1,14,22.9,41,71,57.75,737,4,7.1,4.8,2.3
2018,Michael Thomas,NO,WR,4.6,2.7,7.7,30.27,125,147,85.03,1405,9,4.1,3.6,0.5
2018,Courtland Sutton,DEN,WR,4.6,2.2,14.4,27.51,42,84,50,704,4,4.4,4.5,-0.1
2018,O.J. Howard,TB,TE,4.5,2.5,11.1,8.11,34,48,70.83,565,5,6.9,4.8,2.1
2018,Antonio Gates,LAC,TE,4.4,2.5,8.8,9.81,28,45,62.22,333,2,4.5,3.5,1.1
2018,A.J. Green,CIN,WR,4.4,2,12.7,22.16,46,77,59.74,694,6,4.3,4.1,0.2
2018,Marvin Jones,DET,WR,4,2.2,15.2,23.65,35,62,56.45,508,5,3.1,2.3,0.8
2019,Calvin Ridley,ATL,WR,7.4,2.9,13.5,23.32,63,93,67.74,866,7,2.3,3.5,-1.2
2019,Robert Woods,LAR,WR,7.3,3.4,8.1,23.69,90,139,64.75,1134,2,6.7,6.2,0.6
2019,Corey Davis,TEN,WR,7.2,2.7,12.3,22.32,43,69,62.32,601,2,4.9,3.4,1.5
2019,Ted Ginn,NO,WR,7,2.8,16.1,24.79,30,56,53.57,421,2,1.5,2.5,-1
2019,Albert Wilson,MIA,WR,6.9,3.5,5.2,6.02,43,62,69.35,351,1,4.3,4.5,-0.2
2019,Jacob Hollister,SEA,TE,6.8,3.5,5.8,7.3,41,59,69.49,349,3,4.4,5.1,-0.7
2019,Steven Sims,WAS,WR,6.7,3.2,7.3,11.6,34,56,60.71,310,4,5,5.5,-0.5
2019,Hunter Renfrow,OAK,WR,6.7,3.5,6.6,14.79,49,71,69.01,605,4,6.8,4.9,1.9
2019,Chris Godwin,TB,WR,6.6,2.8,10.4,19.69,86,121,71.07,1333,9,7.1,4.8,2.2
2019,Alex Erickson,CIN,WR,6.6,2.7,8.8,14.41,43,78,55.13,529,0,5.6,4.3,1.3
2019,Trey Quinn,WAS,WR,6.6,2.6,7.1,9.41,26,47,55.32,198,1,2.5,3.2,-0.7
2019,Bisi Johnson,MIN,WR,6.5,2.5,10.6,14.07,31,45,68.89,294,3,2,2.5,-0.5
2019,Marvin Jones,DET,WR,6.5,2.1,13.2,22.55,62,91,68.13,779,9,2.2,2.9,-0.7
2019,D.J. Chark,JAX,WR,6.5,2.8,11.9,33.13,73,118,61.86,1008,8,4.4,4.4,0
2019,Jarius Wright,CAR,WR,6.5,3,10.6,12.33,28,58,48.28,296,0,3.4,4.2,-0.8
2019,Allen Lazard,GB,WR,6.4,2.9,13.8,14.97,35,52,67.31,477,3,4.1,4.9,-0.7
2019,Marquise Brown,BAL,WR,6.4,3,10.9,21.04,46,71,64.79,584,7,5.4,5.1,0.3
2019,Adam Thielen,MIN,WR,6.4,3,12.7,17.98,30,48,62.5,418,6,4.2,4.5,-0.3
2019,Kelvin Harmon,WAS,WR,6.4,2.4,11.4,14.09,30,44,68.18,365,0,3.4,4.2,-0.7
2019,Allen Hurns,MIA,WR,6.3,3,11,9.71,32,47,68.09,416,2,3.5,4.2,-0.7
2019,Cooper Kupp,LAR,WR,6.3,3.4,7.2,20.37,94,134,70.15,1161,10,6,4.8,1.1
2019,Danny Amendola,DET,WR,6.3,3,8.9,16.2,62,97,63.92,678,1,3.6,4.1,-0.5
2019,Tyler Lockett,SEA,WR,6.3,3.2,12.8,30.09,82,110,74.55,1057,8,4,4.4,-0.5
2019,Josh Reynolds,LAR,WR,6.3,2.7,11.3,10.18,21,43,48.84,326,1,6.9,5.4,1.5
2019,Kenny Stills,HOU,WR,6.2,2.7,10.7,13.09,40,55,72.73,561,4,3.7,4.9,-1.2
2019,Randall Cobb,DAL,WR,6.2,3,9.5,14.83,55,83,66.27,828,3,6.2,5.6,0.6
2019,Nick Boyle,BAL,TE,6.2,3.6,5.9,6.9,31,43,72.09,321,2,5.2,5.1,0.1
2019,Dede Westbrook,JAX,WR,6.2,3.2,7,16.6,66,101,65.35,660,3,4.9,6.1,-1.2
2019,James Washington,PIT,WR,6.2,2.5,15.6,33.03,44,80,55,735,3,4.8,4.7,0.1
2019,Brandin Cooks,LAR,WR,6.2,3.1,13.8,20.97,42,72,58.33,583,2,4.1,5.1,-1
2019,Larry Fitzgerald,ARI,WR,6.2,3,7.5,21.62,75,109,68.81,804,4,5.1,5.1,0
2019,Cole Beasley,BUF,WR,6.1,3.2,7.6,17.92,67,106,63.21,778,6,5.3,5.2,0.1
2019,Diontae Johnson,PIT,WR,6.1,3.6,9,21.87,59,92,64.13,680,5,5.1,5.2,-0.1
2019,T.Y. Hilton,IND,WR,6.1,3,10.2,17.61,45,68,66.18,501,5,4.8,5,-0.2
2019,Jamison Crowder,NYJ,WR,6,3,7.9,24.13,78,122,63.93,833,6,4.7,4.7,0
2019,Christian Kirk,ARI,WR,6,3.5,9.5,27.13,68,108,62.96,709,3,4.4,4.4,0
2019,Mark Andrews,BAL,TE,6,3,10.8,28.65,63,97,64.95,854,10,4.9,4.2,0.7
2019,Tyler Higbee,LAR,TE,6,3.7,6.5,12.12,69,89,77.53,734,3,6.1,6,0.1
2019,Taylor Gabriel,CHI,WR,6,3.1,11.5,12.73,29,48,60.42,353,4,2.9,4,-1.1
2019,Kendrick Bourne,SF,WR,5.9,2.9,8.7,12.54,30,44,68.18,358,5,4.1,3,1.1
2019,Breshad Perriman,TB,WR,5.9,2.6,16.1,17.44,36,69,52.17,645,6,4.2,6.2,-2
2019,Nelson Agholor,PHI,WR,5.9,3.4,10.8,15.63,39,69,56.52,363,3,3.9,4.6,-0.7
2019,Zach Ertz,PHI,TE,5.9,2.7,8.7,24.58,88,135,65.19,916,6,3.2,3.8,-0.6
2019,Evan Engram,NYG,TE,5.9,3.1,6,8.54,44,68,64.71,467,3,6,5.3,0.6
2019,Zay Jones,OAK,WR,5.9,3,11.2,15.95,27,45,60,216,0,2.9,3.3,-0.5
2019,Tyreek Hill,KC,WR,5.9,3.2,12.6,23.86,58,89,65.17,860,7,4.9,4.2,0.6
2019,Jonnu Smith,TEN,TE,5.9,3.7,4.8,5.62,35,44,79.55,439,3,8.4,5.5,2.9
2019,Russell Gage,ATL,WR,5.8,3.2,7.1,9.73,49,74,66.22,446,1,3.5,4.2,-0.7
2019,T.J. Hockenson,DET,TE,5.8,2.3,8,8.85,32,59,54.24,367,2,6.4,6.1,0.3
2019,Demaryius Thomas,NYJ,WR,5.8,2.5,9.9,14.32,36,58,62.07,433,1,5.1,4.2,0.9
2019,Curtis Samuel,CAR,WR,5.8,2.6,14.5,30.58,54,105,51.43,627,6,2.9,3.4,-0.5
2019,Auden Tate,CIN,WR,5.8,2.3,11.7,19.67,40,80,50,575,1,4,3.3,0.7
2019,Mike Gesicki,MIA,TE,5.8,2.6,10.4,17.34,51,89,57.3,570,5,3.9,3.4,0.5
2019,John Ross,CIN,WR,5.8,2.9,14.9,17.56,28,56,50,506,3,7.4,4.9,2.6
2019,Jordan Akins,HOU,TE,5.8,3.4,7.2,8.81,36,55,65.45,418,2,7.1,4.7,2.3
2019,Deebo Samuel,SF,WR,5.8,3.2,7.8,20.83,57,81,70.37,802,3,8.5,6.9,1.6
2019,Eric Ebron,IND,TE,5.8,3.2,9.4,12.38,31,52,59.62,375,3,5.4,4.6,0.8
2019,Golden Tate,NYG,WR,5.7,2.2,9.5,16.95,49,85,57.65,670,6,6.1,3.8,2.3
2019,Damiere Byrd,ARI,WR,5.7,3.2,9.7,11.84,32,46,69.57,359,1,4.9,5.5,-0.6
2019,Zach Pascal,IND,WR,5.7,2.8,11.5,21.12,41,72,56.94,607,5,5.9,4.9,1
2019,Anthony Miller,CHI,WR,5.7,3.1,10.3,20.19,52,85,61.18,656,2,4.4,5.2,-0.8
2019,Sterling Shepard,NYG,WR,5.7,3.1,9.9,17.27,57,83,68.67,576,3,3.3,4.7,-1.4
2019,Marquez Valdes-Scantling,GB,WR,5.7,2.6,16.6,19.46,26,56,46.43,452,2,5.9,5,0.9
2019,Austin Hooper,ATL,TE,5.7,3.5,6.8,12.31,75,97,77.32,787,6,4.5,4.8,-0.3
2019,Julian Edelman,NE,WR,5.7,2.8,9.2,31.74,100,153,65.36,1117,6,3.5,4.4,-0.9
2019,Geronimo Allison,GB,WR,5.7,3.3,8.1,9.34,34,55,61.82,287,2,3.7,5,-1.3
2019,Jason Witten,DAL,TE,5.7,3.3,6.5,10.05,63,83,75.9,529,4,2.8,3.7,-0.9
2019,Jarvis Landry,CLE,WR,5.7,2.6,9.8,29.93,83,138,60.14,1174,6,5.5,4.4,1.1
2019,Kyle Rudolph,MIN,TE,5.6,3.4,7.1,10.02,39,48,81.25,367,6,5.2,5,0.2
2019,Dallas Goedert,PHI,TE,5.6,3,5.8,10.47,58,86,67.44,607,5,6.2,6.2,0.1
2019,Davante Adams,GB,WR,5.6,3.2,10,26.56,83,127,65.35,997,5,5,5.1,-0.1
2019,Jimmy Graham,GB,TE,5.6,3.9,9.2,11.56,38,60,63.33,447,3,6.8,6.2,0.7
2019,Michael Gallup,DAL,WR,5.6,2.2,12.6,26.7,66,113,58.41,1107,6,5.4,3.6,1.7
2019,Julio Jones,ATL,WR,5.6,2.2,12.3,35.92,99,157,63.06,1394,6,3.7,3.1,0.6
2019,Will Fuller,HOU,WR,5.5,3,14,22.2,49,71,69.01,670,3,4.8,5.3,-0.4
2019,Willie Snead,BAL,WR,5.5,3,8.5,10.71,31,46,67.39,339,5,4.7,2.7,2.1
2019,Odell Beckham,CLE,WR,5.5,2.6,13.3,39.01,74,133,55.64,1035,4,4.6,3.8,0.8
2019,Adam Humphries,TEN,WR,5.5,2.9,7.2,8.93,37,47,78.72,374,2,3.5,4.6,-1.2
2019,Hunter Henry,LAC,TE,5.5,2.6,10.2,15.78,55,76,72.37,652,5,3.3,4,-0.7
2019,Noah Fant,DEN,TE,5.5,2.7,7.8,15.18,40,66,60.61,562,3,8.5,6.2,2.3
2019,Tyler Boyd,CIN,WR,5.5,2.6,9.2,28.46,90,148,60.81,1046,5,4.2,4.6,-0.4
2019,Josh Gordon,SEA,WR,5.4,2.4,11.4,12.09,27,47,57.45,426,1,6,6.3,-0.3
2019,Cameron Brate,TB,TE,5.4,2.6,7.2,6.18,36,55,65.45,311,4,2.8,3.1,-0.4
2019,Amari Cooper,DAL,WR,5.4,2.6,12.8,28.66,79,119,66.39,1189,8,3.3,3.8,-0.5
2019,Jack Doyle,IND,TE,5.4,3.5,7.1,13.02,43,72,59.72,448,4,5.4,5.2,0.2
2019,Keenan Allen,LAC,WR,5.4,2.7,10,30.38,104,149,69.8,1199,6,3.7,4.1,-0.4
2019,Travis Kelce,KC,TE,5.4,3.1,9.3,26.99,97,136,71.32,1229,5,4.5,4.3,0.2
2019,Tyler Eifert,CIN,TE,5.4,2.4,8.4,11.16,43,63,68.25,436,3,2.9,3.2,-0.3
2019,Darren Waller,OAK,TE,5.4,3.1,7.2,26.69,90,117,76.92,1145,3,6.9,5.6,1.3
2019,Demarcus Robinson,KC,WR,5.4,3.1,13.4,15.66,32,55,58.18,449,4,3.4,3.9,-0.5
2019,Sammy Watkins,KC,WR,5.3,2.9,9.6,18.51,52,90,57.78,673,3,5.9,5.6,0.3
2019,Mike Evans,TB,WR,5.3,2.4,15.3,28.34,67,118,56.78,1157,8,4.3,3.8,0.5
2019,Phillip Dorsett,NE,WR,5.3,2.9,13.9,16.96,29,54,53.7,397,5,3.2,3.8,-0.6
2019,DaeSean Hamilton,DEN,WR,5.3,3.3,8.6,13.06,28,52,53.85,297,1,4.6,5.1,-0.5
2019,Kenny Golladay,DET,WR,5.3,1.9,15.4,33.67,65,116,56.03,1190,11,4.9,4.3,0.6
2019,D.J. Moore,CAR,WR,5.3,2.6,11.1,30.19,87,135,64.44,1175,4,4.8,3.9,0.9
2019,Mike Williams,LAC,WR,5.2,2,17.4,31.76,49,90,54.44,1001,2,4.8,4.9,-0.1
2019,Terry McLaurin,WAS,WR,5.2,2.1,14.1,37.09,58,93,62.37,919,7,3.9,3.2,0.7
2019,Irv Smith,MIN,TE,5.2,3,5.8,7.81,35,46,76.09,290,2,4,5.1,-1.1
2019,Greg Olsen,CAR,TE,5.2,2.8,8.8,14.42,52,82,63.41,597,2,4.4,4.8,-0.4
2019,Vance McDonald,PIT,TE,5.2,3.8,4.6,6.75,38,55,69.09,273,3,4.7,4.2,0.5
2019,Mohamed Sanu,NE,WR,5.2,3.1,7.6,15.2,59,89,66.29,520,2,3.3,4,-0.7
2019,Michael Thomas,NO,WR,5.2,2.6,8.1,41.34,149,185,80.54,1725,9,4.1,3.9,0.2
2019,George Kittle,SF,TE,5.2,3.3,5.7,20.19,85,107,79.44,1053,5,7.5,6.7,0.8
2019,Emmanuel Sanders,SF,WR,5.1,2.5,10.9,30.87,66,97,68.04,869,5,3.8,3.8,0
2019,Courtland Sutton,DEN,WR,5.1,2.5,11.8,42.93,72,124,58.06,1112,6,5.2,4.4,0.8
2019,Gerald Everett,LAR,TE,5.1,3,8.4,10.6,37,60,61.67,408,2,5,5.1,0
2019,Allen Robinson,CHI,WR,5.1,2.2,11.1,39.2,98,154,63.64,1147,7,3.1,4,-0.9
2019,Darren Fells,HOU,TE,5.1,2.9,5.5,5.84,34,48,70.83,341,7,5.3,4.9,0.5
2019,DeVante Parker,MIA,WR,5,2.1,13.8,33.11,72,128,56.25,1202,9,4.2,4.1,0.1
2019,O.J. Howard,TB,TE,5,2.5,9.4,7.84,34,53,64.15,459,1,5,4.7,0.3
2019,DeAndre Hopkins,HOU,WR,5,2.7,10.3,34.37,104,150,69.33,1165,7,3.9,4.4,-0.5
2019,Chris Conley,JAX,WR,5,2.3,14.3,30.35,47,90,52.22,775,5,5.4,3.8,1.6
2019,Tyrell Williams,OAK,WR,5,2.6,13.5,27.31,42,64,65.63,651,6,5,4.3,0.7
2019,A.J. Brown,TEN,WR,5,2.2,13.4,29.8,52,84,61.9,1051,8,8.8,3.9,4.9
2019,D.K. Metcalf,SEA,WR,4.9,2.5,13.4,28.51,58,100,58,900,7,5,4.5,0.6
2019,Jared Cook,NO,TE,4.9,2.3,10.9,19.39,43,65,66.15,705,9,6.1,3.5,2.6
2019,JuJu Smith-Schuster,PIT,WR,4.9,2.4,9.6,17.74,42,70,60,552,3,6,5,1
2019,Darius Slayton,NYG,WR,4.8,2.2,14.5,25.54,48,84,57.14,740,8,4,3.9,0
2019,Alshon Jeffery,PHI,WR,4.8,2.5,11.2,17.16,43,73,58.9,490,4,3.1,4.1,-1
2019,John Brown,BUF,WR,4.6,2.4,14.2,36.14,72,115,62.61,1060,6,3.1,3.4,-0.3
2019,Stefon Diggs,MIN,WR,4.6,2.5,14.9,41.27,63,94,67.02,1126,6,5.1,4.2,0.9
2019,Preston Williams,MIA,WR,4.5,2.1,14.3,16.17,32,60,53.33,428,3,2.4,2.8,-0.3
2019,Dawson Knox,BUF,TE,4.5,2.8,9.5,10.52,28,50,56,388,2,5.6,4,1.6
2019,Robby Anderson,NYJ,WR,4.3,2.2,15.3,36.73,52,96,54.17,779,5,3.8,4,-0.2